"name", "artist", "popularity", "genres", "danceability", "energy", "key", "loudness","mode", "speechiness", "acousticness", "instrumentalness", "liveness", "valence", "tempo","city", "date", "venue"
Lone Digger,Caravan Palace,59,"['electro swing', 'nu jazz']",0.769,0.924,5,-5.263,0,0.051,0.596,0.0156,0.114,0.88,123.989,The Hague,2020-02-11,Paard - Grote Zaal
Wonderland,Caravan Palace,54,"['electro swing', 'nu jazz']",0.772,0.796,7,-5.546,1,0.274,0.313,0.00272,0.0754,0.499,104.013,The Hague,2020-02-11,Paard - Grote Zaal
Aftermath,Caravan Palace,51,"['electro swing', 'nu jazz']",0.613,0.631,3,-7.731,1,0.0411,0.232,0.00362,0.284,0.388,140.002,The Hague,2020-02-11,Paard - Grote Zaal
Jolie coquine,Caravan Palace,45,"['electro swing', 'nu jazz']",0.742,0.936,4,-5.819,0,0.369,0.00756,1.79e-06,0.124,0.604,125.044,The Hague,2020-02-11,Paard - Grote Zaal
Miracle,Caravan Palace,50,"['electro swing', 'nu jazz']",0.712,0.888,7,-4.996,1,0.0621,0.61,0.000614,0.116,0.51,100.0,The Hague,2020-02-11,Paard - Grote Zaal
Trippin',The New Conrad Miller Trio,2,[],0.592,0.789,1,-7.403,1,0.03,0.536,0.897,0.117,0.606,127.315,The Hague,2020-02-13,Regentenkamer
I'll Be Back in Five,The New Conrad Miller Trio,1,[],0.685,0.669,7,-6.843,1,0.0329,0.444,0.895,0.103,0.434,104.183,The Hague,2020-02-13,Regentenkamer
Djago,The New Conrad Miller Trio,1,[],0.622,0.628,9,-8.793,0,0.0308,0.564,0.93,0.0938,0.509,103.145,The Hague,2020-02-13,Regentenkamer
Back Home,The New Conrad Miller Trio,1,[],0.685,0.471,6,-7.72,0,0.033,0.783,0.872,0.0919,0.648,129.972,The Hague,2020-02-13,Regentenkamer
Rain over Damascus,The New Conrad Miller Trio,1,[],0.578,0.38,5,-9.064,0,0.035,0.685,0.87,0.118,0.27,62.128,The Hague,2020-02-13,Regentenkamer
Fate of Fantasies,Inside Electron,9,[],0.335,0.844,10,-6.967,1,0.064,0.00217,8.48e-05,0.0554,0.385,155.056,The Hague,2020-02-13,Paardcafé
Come on Tonight,Inside Electron,5,[],0.458,0.836,4,-5.969,1,0.0407,0.0143,2.99e-06,0.217,0.431,143.981,The Hague,2020-02-13,Paardcafé
Anyone,Inside Electron,5,[],0.495,0.914,11,-5.681,0,0.0566,0.0983,1.44e-06,0.136,0.553,120.01,The Hague,2020-02-13,Paardcafé
Who Decides,Inside Electron,5,[],0.399,0.867,0,-5.882,1,0.0428,0.000852,0.00575,0.112,0.408,131.052,The Hague,2020-02-13,Paardcafé
Celebration,Inside Electron,4,[],0.506,0.613,7,-7.693,1,0.0355,0.137,0,0.119,0.298,120.159,The Hague,2020-02-13,Paardcafé
Korô Dia (à Mamaye Dramé L'inoubliable),Nahawa Doumbia,26,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'mbalax', 'musique mandingue', 'wassoulou', 'world']",0.543,0.483,0,-10.46,0,0.0532,0.837,0,0.0762,0.967,127.372,The Hague,2020-02-14,Korzo
Kungo Sogoni,Nahawa Doumbia,23,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'mbalax', 'musique mandingue', 'wassoulou', 'world']",0.76,0.398,9,-9.771,1,0.0454,0.82,4.43e-05,0.0847,0.933,115.096,The Hague,2020-02-14,Korzo
Nianimanjougou,Nahawa Doumbia,20,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'mbalax', 'musique mandingue', 'wassoulou', 'world']",0.584,0.414,11,-7.161,0,0.0393,0.779,0.00445,0.189,0.649,155.375,The Hague,2020-02-14,Korzo
Dan Té Dinyé La,Nahawa Doumbia,19,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'mbalax', 'musique mandingue', 'wassoulou', 'world']",0.584,0.426,2,-10.967,1,0.206,0.93,0.129,0.0971,0.866,91.475,The Hague,2020-02-14,Korzo
Danaya (à Sidi Konaté Pour Toujours),Nahawa Doumbia,19,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'mbalax', 'musique mandingue', 'wassoulou', 'world']",0.592,0.476,2,-10.256,1,0.0828,0.887,0.0403,0.118,0.632,145.471,The Hague,2020-02-14,Korzo
Hypnosis,Indianizer,9,['indie rock italiano'],0.512,0.669,9,-12.704,1,0.0336,0.00411,0.578,0.169,0.796,100.51,The Hague,2020-02-14,De Zwarte Ruiter
Sin Cleopatra,Indianizer,6,['indie rock italiano'],0.621,0.743,7,-9.319,1,0.0424,0.0086,0.502,0.362,0.677,117.603,The Hague,2020-02-14,De Zwarte Ruiter
Mazel Tov II,Indianizer,6,['indie rock italiano'],0.514,0.63,9,-12.813,1,0.047,0.0375,0.789,0.264,0.525,131.912,The Hague,2020-02-14,De Zwarte Ruiter
Get Up!,Indianizer,5,['indie rock italiano'],0.739,0.418,3,-14.36,1,0.2,0.582,0.391,0.3,0.664,80.433,The Hague,2020-02-14,De Zwarte Ruiter
New Millennium Labyrinth,Indianizer,4,['indie rock italiano'],0.315,0.721,8,-10.331,1,0.0523,0.00744,0.938,0.17,0.223,117.033,The Hague,2020-02-14,De Zwarte Ruiter
Birth,Ditch,1,[],0.47,0.791,2,-6.202,1,0.062,6.09e-06,0.869,0.163,0.564,84.625,The Hague,2020-02-14,WPC Nederland 3
Return to the Mansion,Ditch,0,[],0.709,0.74,11,-6.871,1,0.19,0.262,0,0.156,0.531,92.002,The Hague,2020-02-14,WPC Nederland 3
Rise My Children,Ditch,0,[],0.329,0.889,10,-6.355,0,0.0554,1.84e-05,0.117,0.129,0.374,98.395,The Hague,2020-02-14,WPC Nederland 3
The bRide,Ditch,0,[],0.332,0.888,2,-6.935,1,0.08,3.72e-05,0.11,0.127,0.527,159.296,The Hague,2020-02-14,WPC Nederland 3
Good Medicine,Ditch,0,[],0.881,0.863,3,-5.12,0,0.246,0.187,1.31e-06,0.0294,0.859,101.034,The Hague,2020-02-14,WPC Nederland 3
In the Shadow of Titans,Stone Golem,4,[],0.367,0.697,6,-9.184,1,0.0317,0.224,0.785,0.108,0.194,141.023,The Hague,2020-02-14,WPC Nederland 3
Years ago at the Center of the Universe,Stone Golem,4,[],0.547,0.604,6,-7.609,1,0.0274,0.389,0.0438,0.0591,0.49,90.015,The Hague,2020-02-14,WPC Nederland 3
So Far Away,Stone Golem,4,[],0.229,0.866,8,-7.491,1,0.0477,0.0127,0.00168,0.264,0.498,160.21,The Hague,2020-02-14,WPC Nederland 3
Straight Ahead,Stone Golem,3,[],0.355,0.906,6,-6.445,1,0.0373,0.0138,4.35e-06,0.113,0.36,164.925,The Hague,2020-02-14,WPC Nederland 3
Towards the Sun,Stone Golem,3,[],0.289,0.8,8,-7.464,1,0.0623,0.0586,0.00102,0.0994,0.417,117.058,The Hague,2020-02-14,WPC Nederland 3
Blue Coupe,Twin Peaks,53,"['chicago indie', 'indie garage rock', 'indie rock', 'modern power pop']",0.597,0.864,5,-5.629,1,0.0271,0.261,0.0747,0.0973,0.55,130.079,The Hague,2020-02-15,Paard
Making Breakfast,Twin Peaks,48,"['chicago indie', 'indie garage rock', 'indie rock', 'modern power pop']",0.495,0.782,9,-4.694,1,0.0315,0.000267,0.736,0.54,0.451,116.114,The Hague,2020-02-15,Paard
Wanted You,Twin Peaks,46,"['chicago indie', 'indie garage rock', 'indie rock', 'modern power pop']",0.535,0.725,7,-5.493,1,0.0309,0.666,0.29,0.162,0.561,161.679,The Hague,2020-02-15,Paard
Shake Your Lonely,Twin Peaks,46,"['chicago indie', 'indie garage rock', 'indie rock', 'modern power pop']",0.457,0.523,2,-7.846,1,0.0256,0.369,0.0691,0.312,0.604,150.096,The Hague,2020-02-15,Paard
Cawfee,Twin Peaks,43,"['chicago indie', 'indie garage rock', 'indie rock', 'modern power pop']",0.626,0.834,7,-5.027,1,0.0266,0.553,3.2e-05,0.136,0.749,108.029,The Hague,2020-02-15,Paard
Ever Last,Ruben Hein,41,"['dutch indie', 'dutch pop', 'dutch r&b', 'dutch rock']",0.415,0.112,1,-9.886,0,0.0446,0.921,0.00053,0.109,0.355,118.877,The Hague,2020-02-15,Paard - Grote Zaal
Free,Ruben Hein,33,"['dutch indie', 'dutch pop', 'dutch r&b', 'dutch rock']",0.588,0.146,3,-10.099,1,0.04,0.839,3.55e-05,0.106,0.267,74.46,The Hague,2020-02-15,Paard - Grote Zaal
Your Call,Ruben Hein,31,"['dutch indie', 'dutch pop', 'dutch r&b', 'dutch rock']",0.382,0.0936,7,-13.363,0,0.0347,0.927,4.32e-06,0.112,0.188,103.412,The Hague,2020-02-15,Paard - Grote Zaal
Modern Warfare,Ruben Hein,30,"['dutch indie', 'dutch pop', 'dutch r&b', 'dutch rock']",0.231,0.212,4,-11.088,0,0.0324,0.357,0.327,0.115,0.145,175.817,The Hague,2020-02-15,Paard - Grote Zaal
Everything I Say (Magnolia) - Groundwork Rising Version,Ruben Hein,30,"['dutch indie', 'dutch pop', 'dutch r&b', 'dutch rock']",0.225,0.357,2,-13.661,1,0.0321,0.474,0.00594,0.112,0.133,78.648,The Hague,2020-02-15,Paard - Grote Zaal
Modern Warfare,Ruben Hein,30,[],0.231,0.212,4,-11.088,0,0.0324,0.357,0.327,0.115,0.145,175.817,The Hague,2020-02-15,Paard - Grote Zaal
Out Of My Mind,Ruben Hein,25,[],0.438,0.812,2,-6.993,0,0.0631,0.0315,0.000509,0.104,0.46,94.033,The Hague,2020-02-15,Paard - Grote Zaal
Out Of My Mind - Radio Edit,Ruben Hein,23,[],0.383,0.851,0,-6.478,1,0.0843,0.0232,0.000148,0.12,0.448,92.632,The Hague,2020-02-15,Paard - Grote Zaal
Reflection,Ruben Hein,20,[],0.31,0.434,5,-9.351,1,0.0283,0.491,0.209,0.142,0.108,147.794,The Hague,2020-02-15,Paard - Grote Zaal
Leave This Town,The Arthurs,3,['rotterdam indie'],0.428,0.827,4,-7.313,1,0.0451,0.457,0.224,0.162,0.551,140.037,The Hague,2020-02-15,Musicon
Sofie Says,The Arthurs,2,['rotterdam indie'],0.463,0.8,11,-6.06,0,0.0369,0.31,0.0141,0.18,0.358,134.963,The Hague,2020-02-15,Musicon
Treasures to Trash,The Arthurs,0,['rotterdam indie'],0.344,0.407,7,-8.539,1,0.0286,0.509,0.00333,0.188,0.164,105.811,The Hague,2020-02-15,Musicon
When I'm Sane,The Arthurs,0,['rotterdam indie'],0.5,0.969,9,-3.552,0,0.0451,0.248,0.00365,0.0781,0.469,134.085,The Hague,2020-02-15,Musicon
Attempts You've Tried,The Arthurs,0,['rotterdam indie'],0.211,0.477,4,-6.877,0,0.0358,0.402,0.0116,0.0824,0.153,125.701,The Hague,2020-02-15,Musicon
Klaverveld,Leoni Jansen,23,[],0.539,0.104,7,-15.525,1,0.0362,0.944,9.72e-05,0.0951,0.329,82.122,The Hague,2020-02-15,Theater Ludens
Fields of Gold,Leoni Jansen,11,[],0.424,0.113,9,-13.263,1,0.0349,0.991,0.000908,0.1,0.328,82.49,The Hague,2020-02-15,Theater Ludens
Go slow,Leoni Jansen,11,[],0.438,0.108,0,-23.938,1,0.0328,0.9,0.0458,0.0945,0.0652,78.319,The Hague,2020-02-15,Theater Ludens
Fouta,Les Frères Guissé,11,[],0.744,0.753,2,-9.043,0,0.0346,0.487,0.0286,0.0585,0.926,89.981,The Hague,2020-02-15,Theater Ludens
And You Kissed Me,Leoni Jansen,9,[],0.628,0.225,9,-17.926,1,0.0396,0.518,0.000208,0.108,0.321,125.27,The Hague,2020-02-15,Theater Ludens
This Heat,Deeper,33,"['chicago indie', 'garage psych']",0.575,0.827,2,-8.661,1,0.0316,0.0315,0.722,0.513,0.955,155.872,The Hague,2020-02-15,Paard
Pink Showers,Deeper,32,"['chicago indie', 'garage psych']",0.664,0.782,9,-4.644,0,0.0308,0.00951,0.247,0.476,0.663,115.098,The Hague,2020-02-15,Paard
Run,Deeper,22,"['chicago indie', 'garage psych']",0.516,0.882,5,-7.473,1,0.0318,0.000122,0.693,0.295,0.762,142.075,The Hague,2020-02-15,Paard
Bennington,Deeper,21,"['chicago indie', 'garage psych']",0.597,0.631,8,-8.13,0,0.0387,0.0261,0.0994,0.159,0.886,142.497,The Hague,2020-02-15,Paard
Should Be,Deeper,19,"['chicago indie', 'garage psych']",0.599,0.793,2,-7.012,1,0.0348,0.00031,0.768,0.372,0.81,124.902,The Hague,2020-02-15,Paard
Fate of Fantasies,Inside Electron,9,[],0.335,0.844,10,-6.967,1,0.064,0.00217,8.48e-05,0.0554,0.385,155.056,The Hague,2020-02-16,Saturnus
Come on Tonight,Inside Electron,5,[],0.458,0.836,4,-5.969,1,0.0407,0.0143,2.99e-06,0.217,0.431,143.981,The Hague,2020-02-16,Saturnus
Anyone,Inside Electron,5,[],0.495,0.914,11,-5.681,0,0.0566,0.0983,1.44e-06,0.136,0.553,120.01,The Hague,2020-02-16,Saturnus
Who Decides,Inside Electron,5,[],0.399,0.867,0,-5.882,1,0.0428,0.000852,0.00575,0.112,0.408,131.052,The Hague,2020-02-16,Saturnus
Celebration,Inside Electron,4,[],0.506,0.613,7,-7.693,1,0.0355,0.137,0,0.119,0.298,120.159,The Hague,2020-02-16,Saturnus
Colours,Fred Nardin Trio,17,['modern jazz trio'],0.488,0.571,10,-9.89,0,0.0257,0.775,0.864,0.115,0.59,104.274,The Hague,2020-02-16,
Memory of T.,Fred Nardin Trio,16,['modern jazz trio'],0.509,0.41,1,-12.657,1,0.0317,0.744,0.89,0.092,0.408,94.872,The Hague,2020-02-16,
Just Easy,Fred Nardin Trio,15,['modern jazz trio'],0.541,0.342,1,-12.476,1,0.0338,0.665,0.581,0.0804,0.4,132.65,The Hague,2020-02-16,
Hope,Fred Nardin Trio,14,['modern jazz trio'],0.317,0.209,7,-16.808,0,0.034,0.961,0.942,0.089,0.133,87.04,The Hague,2020-02-16,
In the Skies,Fred Nardin Trio,11,['modern jazz trio'],0.318,0.332,8,-13.425,0,0.0294,0.879,0.916,0.0954,0.0394,152.619,The Hague,2020-02-16,
María Cristina - Remasterizado,Eliades Ochoa,38,"['cuban rumba', 'latin jazz', 'son cubano']",0.514,0.631,8,-8.591,1,0.0354,0.295,1.64e-05,0.0294,0.92,94.828,The Hague,2020-02-21,Paard
Estoy como nunca,Eliades Ochoa,37,"['cuban rumba', 'latin jazz', 'son cubano']",0.599,0.651,10,-7.819,1,0.0433,0.771,0.21,0.0659,0.936,177.227,The Hague,2020-02-21,Paard
Preciosa,Descemer Bueno,37,"['cuban rumba', 'latin jazz', 'son cubano']",0.774,0.627,9,-6.378,1,0.046,0.558,0,0.392,0.579,106.05,The Hague,2020-02-21,Paard
Píntate Los Labios María (Son),Eliades Ochoa,34,"['cuban rumba', 'latin jazz', 'son cubano']",0.571,0.489,4,-10.132,0,0.0376,0.57,0.00884,0.0888,0.64,100.634,The Hague,2020-02-21,Paard
Como la Nube Se Impone al Sol,Eliades Ochoa,19,"['cuban rumba', 'latin jazz', 'son cubano']",0.655,0.431,4,-6.618,0,0.0378,0.889,2.61e-05,0.121,0.679,154.92,The Hague,2020-02-21,Paard
Train Man,X Raiders,10,['action rock'],0.255,0.964,1,-8.211,0,0.125,0.000321,0.0368,0.19,0.364,149.826,The Hague,2020-02-21,De Zwarte Ruiter
Wasted,X Raiders,11,['action rock'],0.425,0.961,8,-6.922,0,0.079,0.00617,0.00251,0.107,0.352,101.085,The Hague,2020-02-21,De Zwarte Ruiter
Meat Market,X Raiders,12,['action rock'],0.41,0.936,1,-6.842,1,0.0448,0.000745,4.76e-06,0.173,0.349,97.197,The Hague,2020-02-21,De Zwarte Ruiter
Ice Cream Truck,X Raiders,14,['action rock'],0.343,0.918,6,-6.709,1,0.0627,0.000587,3.09e-05,0.132,0.565,141.453,The Hague,2020-02-21,De Zwarte Ruiter
Dangerzone,X Raiders,13,['action rock'],0.196,0.932,11,-7.861,1,0.132,0.000266,0.00184,0.0899,0.288,187.055,The Hague,2020-02-21,De Zwarte Ruiter
Bunker,Balthazar,36,"['belgian indie', 'belgian rock', 'chamber pop', 'dutch indie', 'dutch rock', 'ghent indie']",0.677,0.445,10,-8.883,0,0.0366,0.218,0.0206,0.165,0.234,107.002,The Hague,2020-02-22,Paard
Fever,Balthazar,55,"['belgian indie', 'belgian rock', 'chamber pop', 'dutch indie', 'dutch rock', 'ghent indie']",0.506,0.548,5,-11.088,0,0.0821,0.203,0.511,0.11,0.472,118.988,The Hague,2020-02-22,Paard
I’m Never Gonna Let You Down Again,Balthazar,53,"['belgian indie', 'belgian rock', 'chamber pop', 'dutch indie', 'dutch rock', 'ghent indie']",0.697,0.736,6,-7.476,0,0.154,0.385,0.00328,0.331,0.653,168.03,The Hague,2020-02-22,Paard
Changes,Balthazar,51,"['belgian indie', 'belgian rock', 'chamber pop', 'dutch indie', 'dutch rock', 'ghent indie']",0.748,0.745,1,-8.716,1,0.0337,0.0175,0.545,0.356,0.684,106.997,The Hague,2020-02-22,Paard
Wrong Vibration,Balthazar,49,"['belgian indie', 'belgian rock', 'chamber pop', 'dutch indie', 'dutch rock', 'ghent indie']",0.695,0.799,1,-7.337,1,0.0409,0.0346,0.456,0.207,0.555,130.063,The Hague,2020-02-22,Paard
Brutal 8.0,Radical Redemption,50,"['rawstyle', 'uptempo hardcore']",0.473,0.992,7,-1.121,1,0.456,0.0559,0.000163,0.335,0.242,155.052,The Hague,2020-02-22,Paard
America,Radical Redemption,50,"['rawstyle', 'uptempo hardcore']",0.252,0.958,10,-2.413,0,0.159,0.00592,0.000104,0.354,0.119,155.02,The Hague,2020-02-22,Paard
Kick Op Je Bek,Radical Redemption,48,"['rawstyle', 'uptempo hardcore']",0.587,0.994,10,-1.544,1,0.206,0.0105,0,0.378,0.0723,100.014,The Hague,2020-02-22,Paard
20.000 Volts,Yellow Claw,47,"['rawstyle', 'uptempo hardcore']",0.536,0.957,0,-2.541,1,0.115,0.0367,0.235,0.123,0.421,160.047,The Hague,2020-02-22,Paard
Brutal 6.0,Radical Redemption,47,"['rawstyle', 'uptempo hardcore']",0.522,0.939,10,-3.965,0,0.192,0.036,0.000125,0.128,0.118,154.949,The Hague,2020-02-22,Paard
Moment Of Truth,RVAGE,40,['rawstyle'],0.533,0.916,8,-4.993,1,0.0966,0.0025,0.00434,0.263,0.149,150.133,The Hague,2020-02-22,Paard
Free Fall,RVAGE,39,['rawstyle'],0.431,0.774,1,-4.035,0,0.0322,0.0256,5.68e-05,0.35,0.0425,150.005,The Hague,2020-02-22,Paard
From The Rain - RVAGE Remix,Alpha²,39,['rawstyle'],0.418,0.92,7,-4.927,0,0.0496,0.0022,0.00972,0.448,0.0611,74.956,The Hague,2020-02-22,Paard
The Joker,Kronos,37,['rawstyle'],0.499,0.986,10,-3.18,0,0.159,0.00106,0.0343,0.282,0.254,155.087,The Hague,2020-02-22,Paard
Famous,RVAGE,34,['rawstyle'],0.536,0.932,11,-4.367,0,0.0839,0.0188,0.000568,0.364,0.117,154.958,The Hague,2020-02-22,Paard
She's On Fire - Maya Jane Coles Remix,Bo Saris,29,['minimal tech house'],0.833,0.615,4,-8.714,0,0.0433,0.039,0.807,0.1,0.663,118.008,The Hague,2020-02-22,World Forum Theater
She's On Fire,Bo Saris,32,['minimal tech house'],0.834,0.795,4,-4.687,1,0.0573,0.0657,5.48e-06,0.0774,0.727,111.996,The Hague,2020-02-22,World Forum Theater
The Addict,Bo Saris,28,['minimal tech house'],0.548,0.519,9,-7.004,1,0.0312,0.259,0.00115,0.163,0.585,144.063,The Hague,2020-02-22,World Forum Theater
Angels In The Snow,Berget Lewis,31,['minimal tech house'],0.558,0.751,8,-6.511,0,0.0488,0.0538,0,0.123,0.374,122.037,The Hague,2020-02-22,World Forum Theater
Can't Beat The Old Skool,Bo Saris,20,['minimal tech house'],0.849,0.806,5,-4.817,0,0.0797,0.19,1.6e-05,0.106,0.968,134.996,The Hague,2020-02-22,World Forum Theater
Promise,Left Alive,2,['dutch punk rock'],0.5,0.847,2,-8.267,1,0.037,3.43e-05,0.000891,0.343,0.507,97.457,The Hague,2020-02-22,Popradar Den Haag
LIARS,Left Alive,0,['dutch punk rock'],0.387,0.9,4,-7.272,0,0.0713,0.000276,0,0.119,0.445,169.955,The Hague,2020-02-22,Popradar Den Haag
Today,Left Alive,0,['dutch punk rock'],0.509,0.855,2,-7.795,0,0.058,0.0156,0,0.0663,0.368,94.79,The Hague,2020-02-22,Popradar Den Haag
Leave It,Left Alive,0,['dutch punk rock'],0.617,0.826,7,-6.97,1,0.211,0.00578,0,0.252,0.508,91.53,The Hague,2020-02-22,Popradar Den Haag
Empty Sidewalks,Left Alive,0,['dutch punk rock'],0.491,0.899,2,-8.1,0,0.0641,0.00469,5.17e-05,0.0983,0.48,90.036,The Hague,2020-02-22,Popradar Den Haag
Prime Time Drama,Rockford,0,[],0.8,0.91,7,-7.378,1,0.0713,0.012,0.899,0.653,0.574,129.998,The Hague,2020-02-22,Popradar Den Haag
Solid,Rockford,0,[],0.797,0.702,10,-7.793,0,0.074,0.000228,0.873,0.0333,0.637,127.991,The Hague,2020-02-22,Popradar Den Haag
Crease,Rockford,0,[],0.805,0.938,6,-9.252,1,0.0577,0.000674,0.939,0.0848,0.515,126.009,The Hague,2020-02-22,Popradar Den Haag
Krolowa Lez,Agnieszka Chylinska,47,['polish pop'],0.636,0.756,2,-4.649,1,0.0308,0.000956,8.73e-06,0.143,0.137,121.009,The Hague,2020-02-23,Paard
Nie mog? ci? zapomnie? - Radio Edit,Agnieszka Chylinska,19,['polish pop'],0.677,0.699,0,-6.432,0,0.0909,0.00671,2.6e-05,0.585,0.627,126.305,The Hague,2020-02-23,Paard
Winna,Agnieszka Chylinska,41,['polish pop'],0.669,0.729,0,-6.363,0,0.0767,0.00315,9.86e-06,0.0795,0.431,139.991,The Hague,2020-02-23,Paard
Against All Odds - Take a Look at Me Now,Agnieszka Chylinska,36,['polish pop'],0.548,0.443,1,-7.521,1,0.0401,0.465,0,0.122,0.372,115.65,The Hague,2020-02-23,Paard
KCACNL,Agnieszka Chylinska,34,['polish pop'],0.617,0.938,11,-3.883,0,0.056,0.00378,1.93e-06,0.174,0.529,96.003,The Hague,2020-02-23,Paard
We Wish You A Merry Christmas (arr. A. Warrell for choir): A Merry Christmas,Traditional,26,"['british choir', 'choral']",0.626,0.243,10,-19.477,1,0.0356,0.984,0.0178,0.107,0.508,81.504,The Hague,2020-02-23,Grote Kerk
Bell Carol,William Mathias,24,"['british choir', 'choral']",0.416,0.0453,5,-21.488,1,0.0352,0.988,0.162,0.0843,0.108,82.12,The Hague,2020-02-23,Grote Kerk
"St. Matthew Passion, BWV 244 - Rev. Elgar, Atkins / Pt. Two: Chorus: ""O Sacred Head Surrounded""",Johann Sebastian Bach,7,"['british choir', 'choral']",0.272,0.134,5,-21.889,1,0.0371,0.984,0.924,0.103,0.11,50.996,The Hague,2020-02-23,Grote Kerk
Joy To The World,Lowell Mason,17,"['british choir', 'choral']",0.39,0.177,2,-18.1,1,0.0312,0.96,0.495,0.121,0.424,96.494,The Hague,2020-02-23,Grote Kerk
Requiem: Introitus,Carl Rütti,18,"['british choir', 'choral']",0.157,0.0239,4,-29.706,1,0.0479,0.988,0.353,0.12,0.0299,134.149,The Hague,2020-02-23,Grote Kerk
Paradiso: Nirvana,Jacob Ter Veldhuis,0,[],0.0691,0.0361,5,-34.225,0,0.048,0.761,0.633,0.171,0.125,71.728,The Hague,2020-02-23,Grote Kerk
Paradiso: To Ignition,Jacob Ter Veldhuis,0,[],0.359,0.569,10,-19.003,0,0.219,0.834,0.204,0.453,0.326,107.599,The Hague,2020-02-23,Grote Kerk
Paradiso: Aurora,Jacob Ter Veldhuis,0,[],0.121,0.0887,5,-22.142,1,0.0378,0.765,0.878,0.512,0.039,150.352,The Hague,2020-02-23,Grote Kerk
Paradiso: Cielo del Sole,Jacob Ter Veldhuis,0,[],0.183,0.447,8,-14.833,1,0.0433,0.907,0.539,0.622,0.252,82.916,The Hague,2020-02-23,Grote Kerk
Paradiso: Primo Mobile,Jacob Ter Veldhuis,0,[],0.0959,0.0853,3,-23.682,1,0.0414,0.917,0.133,0.339,0.0367,74.074,The Hague,2020-02-23,Grote Kerk
Papa,Stef Bos,55,"['dutch pop', 'dutch rock', 'nederpop']",0.744,0.322,0,-13.004,1,0.0337,0.718,1.62e-06,0.0841,0.294,119.941,The Hague,2020-02-26,Koninklijke Schouwburg en Nationaal Toneel Gebouw
Ik Heb Je Lief,Stef Bos,43,"['dutch pop', 'dutch rock', 'nederpop']",0.304,0.481,0,-11.775,1,0.0597,0.773,0.0126,0.731,0.235,130.583,The Hague,2020-02-26,Koninklijke Schouwburg en Nationaal Toneel Gebouw
Is Dit Nou Later,Stef Bos,43,"['dutch pop', 'dutch rock', 'nederpop']",0.699,0.398,11,-13.862,0,0.0318,0.802,0,0.117,0.451,133.834,The Hague,2020-02-26,Koninklijke Schouwburg en Nationaal Toneel Gebouw
Is Dit Nu Later,Stef Bos,38,"['dutch pop', 'dutch rock', 'nederpop']",0.406,0.509,11,-8.536,0,0.0376,0.521,1.21e-05,0.69,0.384,134.019,The Hague,2020-02-26,Koninklijke Schouwburg en Nationaal Toneel Gebouw
Die Taal Van My Hart,Stef Bos,36,"['dutch pop', 'dutch rock', 'nederpop']",0.612,0.203,5,-14.953,1,0.0329,0.96,0.00615,0.103,0.377,150.069,The Hague,2020-02-26,Koninklijke Schouwburg en Nationaal Toneel Gebouw
Big Time Mama,Jimmy Sysum & The Rockin' Three,1,[],0.201,0.981,4,-3.475,1,0.102,0.247,0.000359,0.0833,0.492,158.662,The Hague,2020-02-26,The Hague
Tears Of Happiness,Jimmy Sysum & The Rockin' Three,1,[],0.394,0.906,2,-8.178,1,0.0488,0.0432,1.52e-05,0.136,0.542,97.142,The Hague,2020-02-26,The Hague
Lucy,Magic Moon,9,[],0.337,0.418,7,-11.864,1,0.034,0.00139,0.021,0.0969,0.285,127.89,The Hague,2020-02-27,De Zwarte Ruiter
The Vagabond,Magic Moon,7,[],0.475,0.637,10,-8.942,1,0.0462,0.00831,0.232,0.264,0.435,118.941,The Hague,2020-02-27,De Zwarte Ruiter
Red Dress,Magic Moon,4,[],0.345,0.494,6,-11.245,0,0.0295,0.115,0.000541,0.125,0.226,160.513,The Hague,2020-02-27,De Zwarte Ruiter
Playdays,Magic Moon,4,[],0.662,0.544,1,-10.889,1,0.0262,0.000252,0.00116,0.065,0.673,80.009,The Hague,2020-02-27,De Zwarte Ruiter
Nightcrawler,Magic Moon,3,[],0.631,0.684,0,-9.343,0,0.0287,0.0126,0.327,0.158,0.608,104.509,The Hague,2020-02-27,De Zwarte Ruiter
The Great Escape,Baardvader,4,[],0.292,0.555,5,-8.985,1,0.0269,0.000819,0.682,0.311,0.259,100.602,The Hague,2020-02-28,Musicon
Walking on the Moon,Baardvader,3,[],0.189,0.775,5,-6.591,0,0.0421,0.000211,0.488,0.946,0.518,77.026,The Hague,2020-02-28,Musicon
It's All Over,Baardvader,3,[],0.271,0.672,10,-7.238,1,0.0421,0.000198,0.0726,0.193,0.297,126.405,The Hague,2020-02-28,Musicon
Falling Down,Baardvader,2,[],0.312,0.533,0,-7.873,1,0.0337,0.00102,0.721,0.386,0.116,118.152,The Hague,2020-02-28,Musicon
Toxins,Baardvader,2,[],0.261,0.906,8,-5.377,1,0.0659,3.54e-05,0.186,0.917,0.232,78.077,The Hague,2020-02-28,Musicon
Numb,Dotan,46,"['dutch pop', 'dutch rock', 'folk-pop']",0.601,0.54,1,-7.032,0,0.0307,0.107,0.000131,0.174,0.291,76.007,The Hague,2020-02-29,Paard
