"name", "artist", "popularity", "genres", "danceability", "energy", "key", "loudness","mode", "speechiness", "acousticness", "instrumentalness", "liveness", "valence", "tempo","city", "date", "venue"
Home,Dotan,41,"['dutch pop', 'dutch rock', 'folk-pop']",0.756,0.704,4,-8.93,0,0.0428,0.0708,0.000103,0.0394,0.301,129.99,The Hague,2020-02-29,Paard
Hungry,Dotan,29,"['dutch pop', 'dutch rock', 'folk-pop']",0.416,0.398,10,-10.981,1,0.0471,0.657,1.25e-06,0.121,0.264,69.387,The Hague,2020-02-29,Paard
Shadow Wind,Dotan,46,"['dutch pop', 'dutch rock', 'folk-pop']",0.651,0.675,5,-7.111,0,0.0544,0.238,0.000111,0.149,0.146,101.041,The Hague,2020-02-29,Paard
Let the River In,Dotan,29,"['dutch pop', 'dutch rock', 'folk-pop']",0.699,0.326,4,-12.487,0,0.0371,0.83,0.000479,0.112,0.474,95.11,The Hague,2020-02-29,Paard
Meer Dan Een Ander (Verspijkerd),Snelle,54,"['dutch pop', 'dutch rock']",0.591,0.593,2,-8.496,0,0.285,0.686,0,0.261,0.475,79.3,The Hague,2020-02-29,
Hoeveel Ik Van Je Hou,Elske DeWall,40,"['dutch pop', 'dutch rock']",0.511,0.159,10,-13.697,1,0.0471,0.962,2.14e-06,0.107,0.153,110.685,The Hague,2020-02-29,
Heb Het Leven Lief,Elske DeWall,40,"['dutch pop', 'dutch rock']",0.361,0.483,9,-8.558,0,0.0508,0.596,0,0.112,0.0927,139.817,The Hague,2020-02-29,
Is Het Niet Gewoon Ok,Elske DeWall,39,"['dutch pop', 'dutch rock']",0.68,0.707,2,-7.709,0,0.0497,0.133,0,0.127,0.484,93.013,The Hague,2020-02-29,
Dat Ik Je Mis,Elske DeWall,29,"['dutch pop', 'dutch rock']",0.305,0.323,11,-10.547,1,0.0371,0.833,2.16e-06,0.106,0.382,171.928,The Hague,2020-02-29,
Army of Darkness,Drunktank,27,['dutch punk rock'],0.297,0.971,2,-2.423,0,0.0758,1.46e-05,0.000321,0.467,0.547,112.279,The Hague,2020-02-29,Popradar Den Haag
We Want More,Drunktank,22,['dutch punk rock'],0.489,0.976,7,-2.749,1,0.0854,7.57e-05,0.00175,0.182,0.403,108.602,The Hague,2020-02-29,Popradar Den Haag
Hammer of Justice,Drunktank,14,['dutch punk rock'],0.37,0.976,4,-3.066,0,0.0818,9e-05,0.00564,0.0582,0.398,104.025,The Hague,2020-02-29,Popradar Den Haag
Waste Away,Drunktank,14,['dutch punk rock'],0.477,0.937,4,-2.647,0,0.102,0.000144,0.000625,0.659,0.359,105.51,The Hague,2020-02-29,Popradar Den Haag
Hellraisers,Drunktank,12,['dutch punk rock'],0.505,0.979,11,-3.448,0,0.125,0.000624,0.000457,0.122,0.311,104.973,The Hague,2020-02-29,Popradar Den Haag
Her Pain,Thoughtless,0,[],0.688,0.299,6,-11.957,0,0.945,0.642,0,0.597,0.303,85.2,The Hague,2020-02-29,WPC Nederland 3
Hella Fine,Blank,34,[],0.897,0.317,7,-15.706,1,0.288,0.148,7.48e-05,0.0939,0.562,94.964,The Hague,2020-02-29,Club Magistrat
Maria,Martin Fondse,40,['classical harp'],0.412,0.0178,11,-24.558,0,0.0519,0.989,0.943,0.0786,0.077,64.857,The Hague,2020-03-04,Paard
This Reminds You - Satie Remix,Remy Van Kesteren,37,['classical harp'],0.258,0.0589,5,-23.782,0,0.0381,0.87,0.898,0.148,0.0378,98.874,The Hague,2020-03-04,Paard
River Somewhere - Pt. 1,Remy Van Kesteren,33,['classical harp'],0.304,0.0234,7,-20.614,0,0.0486,0.973,0.966,0.106,0.036,76.412,The Hague,2020-03-04,Paard
Nana,Manuel de Falla Matheu,31,['classical harp'],0.172,0.0287,9,-23.607,0,0.0456,0.975,0.346,0.0833,0.0954,93.785,The Hague,2020-03-04,Paard
Perth,Remy Van Kesteren,29,['classical harp'],0.372,0.153,0,-15.637,0,0.0413,0.902,0.934,0.113,0.0652,102.262,The Hague,2020-03-04,Paard
Mine Own King Am I / Joel,Eric Vloeimans,34,"['dutch jazz', 'jazz brass']",0.175,0.0399,9,-19.371,0,0.044,0.946,0.797,0.12,0.058,119.307,The Hague,2020-03-05,Paard
Ban Blijet,KYTECRASH,22,"['dutch jazz', 'jazz brass']",0.403,0.441,9,-13.901,1,0.0454,0.22,0.0319,0.0713,0.489,149.924,The Hague,2020-03-05,Paard
Orbit,Eric Vloeimans,21,"['dutch jazz', 'jazz brass']",0.162,0.0592,4,-17.727,0,0.039,0.989,0.889,0.115,0.162,69.602,The Hague,2020-03-05,Paard
If You Are Here,Eric Vloeimans,21,"['dutch jazz', 'jazz brass']",0.204,0.1,1,-13.884,0,0.0407,0.991,0.885,0.113,0.19,50.48,The Hague,2020-03-05,Paard
Sojourner,KYTECRASH,20,"['dutch jazz', 'jazz brass']",0.37,0.336,0,-16.783,0,0.0291,0.519,0.927,0.124,0.594,149.082,The Hague,2020-03-05,Paard
Party Animals - Live,Eric Vloeimans' Gatecrash,35,['dutch jazz'],0.571,0.578,7,-10.432,0,0.032,0.0714,0.812,0.126,0.636,98.163,The Hague,2020-03-05,Paard
Airchair - Live,Eric Vloeimans' Gatecrash,20,['dutch jazz'],0.377,0.482,0,-10.089,1,0.0309,0.107,0.905,0.108,0.157,81.541,The Hague,2020-03-05,Paard
Thunderbirds - Live,Eric Vloeimans' Gatecrash,17,['dutch jazz'],0.515,0.306,0,-15.656,1,0.038,0.445,0.777,0.0654,0.68,114.058,The Hague,2020-03-05,Paard
Song for Syria - Live,Eric Vloeimans' Gatecrash,16,['dutch jazz'],0.416,0.164,0,-13.651,1,0.0349,0.525,0.882,0.117,0.0789,130.982,The Hague,2020-03-05,Paard
Entropy - Live,Eric Vloeimans' Gatecrash,15,['dutch jazz'],0.299,0.748,7,-9.919,0,0.0469,0.284,0.891,0.113,0.56,175.996,The Hague,2020-03-05,Paard
Sorry for Your Loss,To Adelaide,3,[],0.0612,0.943,4,-6.496,0,0.0853,0.000139,0.283,0.357,0.0413,197.788,The Hague,2020-03-05,Paardcafé
Glass Floor,To Adelaide,0,[],0.155,0.933,7,-5.132,1,0.0837,2.08e-05,0.000267,0.222,0.154,134.859,The Hague,2020-03-05,Paardcafé
Narrowed,To Adelaide,0,[],0.148,0.957,1,-6.717,0,0.103,7.6e-06,0.362,0.121,0.215,191.859,The Hague,2020-03-05,Paardcafé
Curfew,To Adelaide,0,[],0.274,0.824,2,-5.627,1,0.0632,0.000443,1.6e-05,0.139,0.433,119.447,The Hague,2020-03-05,Paardcafé
Erase,To Adelaide,0,[],0.268,0.785,2,-8.221,1,0.0443,6.14e-05,0,0.12,0.376,79.436,The Hague,2020-03-05,Paardcafé
Fijn Zo,Stephanie Struijk,36,"['dutch pop', 'dutch singer-songwriter']",0.549,0.474,0,-8.539,1,0.0285,0.0598,0,0.0956,0.326,115.115,The Hague,2020-03-06,"Theater in de Steeg, Acoustic Alley"
De Rivier,Stephanie Struijk,32,"['dutch pop', 'dutch singer-songwriter']",0.572,0.334,3,-8.11,1,0.0298,0.854,7.66e-06,0.0856,0.343,76.009,The Hague,2020-03-06,"Theater in de Steeg, Acoustic Alley"
2000 kilometer,Stephanie Struijk,31,"['dutch pop', 'dutch singer-songwriter']",0.403,0.226,7,-11.248,1,0.031,0.95,0.00119,0.113,0.416,168.982,The Hague,2020-03-06,"Theater in de Steeg, Acoustic Alley"
Nieuwe maan,Stephanie Struijk,24,"['dutch pop', 'dutch singer-songwriter']",0.58,0.362,1,-5.851,1,0.0274,0.827,0,0.287,0.578,80.261,The Hague,2020-03-06,"Theater in de Steeg, Acoustic Alley"
Als de Liefde Maar Blijft Winnen,Stephanie Struijk,20,"['dutch pop', 'dutch singer-songwriter']",0.473,0.174,0,-11.941,1,0.034,0.781,2.35e-06,0.106,0.406,114.806,The Hague,2020-03-06,"Theater in de Steeg, Acoustic Alley"
Commando,Wowi,28,[],0.921,0.794,6,-5.069,1,0.248,0.241,1.87e-05,0.0764,0.791,105.094,The Hague,2020-03-06,Paard - Paard Café
Passievrucht,Wowi,24,[],0.789,0.627,1,-7.103,1,0.121,0.221,0,0.0878,0.692,109.832,The Hague,2020-03-06,Paard - Paard Café
Alleen Een Beetje,Wowi,13,[],0.733,0.644,2,-7.766,1,0.06,0.082,0,0.0955,0.85,100.01,The Hague,2020-03-06,Paard - Paard Café
Dichterbij,Wowi,8,[],0.804,0.565,2,-8.333,1,0.133,0.0238,0.0087,0.192,0.398,100.05,The Hague,2020-03-06,Paard - Paard Café
In Charge,Wowi,7,[],0.507,0.83,11,-7.948,0,0.409,0.147,0.0686,0.244,0.796,74.955,The Hague,2020-03-06,Paard - Paard Café
"New Congress, New Father",Klangstof,45,"['dutch indie', 'dutch indie rock', 'vapor soul']",0.611,0.847,4,-5.436,1,0.0427,0.042,0.352,0.115,0.552,98.006,The Hague,2020-03-07,Paard
Everest,Klangstof,41,"['dutch indie', 'dutch indie rock', 'vapor soul']",0.491,0.45,10,-9.123,0,0.0297,0.256,0.000505,0.0684,0.308,153.964,The Hague,2020-03-07,Paard
Phantoms ft. LUWTEN,Klangstof,38,"['dutch indie', 'dutch indie rock', 'vapor soul']",0.667,0.684,10,-7.822,0,0.0832,0.0952,0.141,0.129,0.307,109.931,The Hague,2020-03-07,Paard
Cold Little Heart,Klangstof,37,"['dutch indie', 'dutch indie rock', 'vapor soul']",0.681,0.14,7,-12.871,0,0.0452,0.328,0.0268,0.103,0.175,112.979,The Hague,2020-03-07,Paard
Close Eyes to Exit,Klangstof,36,"['dutch indie', 'dutch indie rock', 'vapor soul']",0.634,0.523,8,-10.005,0,0.0356,0.445,0.644,0.0914,0.403,100.002,The Hague,2020-03-07,Paard
Ze Huilt Maar Ze Lacht,Maan,58,"['dutch pop', 'dutch rock']",0.56,0.36,8,-13.116,1,0.0336,0.853,9.92e-06,0.112,0.178,78.08,The Hague,2020-03-07,Paard
Hij Is Van Mij (feat. Bizzey),Kris Kross Amsterdam,67,"['dutch pop', 'dutch rock']",0.689,0.794,4,-5.085,0,0.0872,0.206,0,0.581,0.627,99.985,The Hague,2020-03-07,Paard
Zo Kan Het Dus Ook,Maan,55,"['dutch pop', 'dutch rock']",0.579,0.671,6,-5.901,1,0.119,0.57,0,0.217,0.842,91.764,The Hague,2020-03-07,Paard
Onverstaanbaar,Maan,61,"['dutch pop', 'dutch rock']",0.593,0.461,1,-7.558,1,0.115,0.635,2.65e-06,0.122,0.582,141.943,The Hague,2020-03-07,Paard
Als Ik Ga (ft. Sevn Alias),Maan,60,"['dutch pop', 'dutch rock']",0.607,0.673,5,-6.362,0,0.221,0.0951,2.36e-05,0.177,0.58,168.406,The Hague,2020-03-07,Paard
Alles (Akoestische Versie),Inkt,26,[],0.651,0.306,11,-8.536,0,0.0654,0.891,1.76e-05,0.0938,0.478,80.472,The Hague,2020-03-09,Theater Pepijn
Alles,Inkt,5,[],0.608,0.631,6,-8.002,0,0.0695,0.391,0.00581,0.0932,0.391,149.633,The Hague,2020-03-09,Theater Pepijn
Nooit Meer Een Ander,Inkt,2,[],0.387,0.14,0,-10.522,1,0.0376,0.791,0.000789,0.127,0.16,78.121,The Hague,2020-03-09,Theater Pepijn
Laat Het Maar Los,Inkt,2,[],0.51,0.292,4,-10.665,0,0.0529,0.91,1.77e-06,0.0845,0.351,156.921,The Hague,2020-03-09,Theater Pepijn
Help!,Inkt,1,[],0.598,0.46,11,-8.131,0,0.273,0.483,7.13e-05,0.123,0.675,148.387,The Hague,2020-03-09,Theater Pepijn
Kingston Boogie,Young Gun Silver Fox,31,['yacht rock'],0.824,0.686,9,-9.284,1,0.0697,0.27,0.016,0.148,0.814,120.287,The Hague,2020-03-11,Paard
Better,Young Gun Silver Fox,34,['yacht rock'],0.513,0.521,2,-6.56,1,0.0398,0.137,0.00205,0.354,0.501,126.267,The Hague,2020-03-11,Paard
Midnight In Richmond,Young Gun Silver Fox,21,['yacht rock'],0.65,0.725,9,-7.732,1,0.0297,0.0161,2.95e-05,0.111,0.81,118.07,The Hague,2020-03-11,Paard
Mojo Rising,Young Gun Silver Fox,19,['yacht rock'],0.637,0.616,0,-9.111,0,0.0318,0.485,8.52e-05,0.111,0.903,115.978,The Hague,2020-03-11,Paard
Long Way Back,Young Gun Silver Fox,17,['yacht rock'],0.444,0.453,4,-7.736,0,0.029,0.0389,0.0116,0.121,0.146,130.153,The Hague,2020-03-11,Paard
Went For A While,Ilse DeLange,21,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock', 'nederpop']",0.566,0.249,2,-14.123,1,0.0297,0.85,0.172,0.112,0.306,146.705,The Hague,2020-03-13,Paard
Lay Your Weapons Down,Ilse DeLange,21,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock', 'nederpop']",0.543,0.682,3,-9.099,0,0.0632,0.00839,0.00172,0.0881,0.465,93.979,The Hague,2020-03-13,Paard
I'm Not so Tough,Ilse DeLange,39,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock', 'nederpop']",0.727,0.579,1,-7.802,0,0.0275,0.0234,2.31e-06,0.0959,0.545,116.9,The Hague,2020-03-13,Paard
I Still Cry,Ilse DeLange,29,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock', 'nederpop']",0.539,0.348,1,-8.886,1,0.027,0.315,1.51e-05,0.125,0.158,98.024,The Hague,2020-03-13,Paard
You Are The Reason - Duet Version,Calum Scott,43,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock', 'nederpop']",0.589,0.415,10,-9.78,1,0.0333,0.522,0,0.147,0.166,86.066,The Hague,2020-03-13,Paard
Quake,DJ Divain,0,[],0.358,0.676,0,-8.943,1,0.821,0.109,0.105,0.702,0.108,185.45,The Hague,2020-03-13,Magistrat
Hier,Engel,35,[],0.629,0.714,9,-7.224,0,0.214,0.235,1.47e-05,0.124,0.506,94.342,The Hague,2020-03-14,Paard
Regen,Engel,29,[],0.774,0.712,2,-6.641,0,0.0325,0.439,0,0.49,0.311,94.974,The Hague,2020-03-14,Paard
Alles Nog Open,Engel,28,[],0.666,0.673,7,-6.104,1,0.175,0.451,0,0.0561,0.618,93.92,The Hague,2020-03-14,Paard
"Kleine Jongen (feat. Def P, Jiggy Dje & Diggy Dex)",Engel,18,[],0.384,0.666,2,-8.875,0,0.395,0.647,0,0.197,0.727,175.815,The Hague,2020-03-14,Paard
Breek,Engel,14,[],0.464,0.399,4,-10.958,0,0.052,0.86,0.227,0.109,0.176,180.069,The Hague,2020-03-14,Paard
Disconnected,Anger Machine,4,[],0.528,0.982,7,-3.926,1,0.0767,3.83e-05,0,0.163,0.325,106.491,The Hague,2020-03-14,Musicon
Warpath,Anger Machine,4,[],0.478,0.961,10,-4.226,0,0.121,1.09e-05,0.000572,0.322,0.27,111.949,The Hague,2020-03-14,Musicon
Trail of the Perished,Anger Machine,3,[],0.31,0.958,7,-4.116,1,0.137,0.000105,2.79e-05,0.058,0.0945,127.295,The Hague,2020-03-14,Musicon
Conquer All,Anger Machine,3,[],0.482,0.947,7,-3.564,1,0.0843,0.000161,0,0.117,0.513,95.994,The Hague,2020-03-14,Musicon
Red,Anger Machine,3,[],0.528,0.968,6,-4.55,0,0.0429,0.000109,3.62e-05,0.222,0.668,132.019,The Hague,2020-03-14,Musicon
Mark My Words,Black Rabbit,0,['vermont indie'],0.383,0.833,2,-7.661,1,0.038,0.00521,0.245,0.126,0.795,148.821,The Hague,2020-03-14,Musicon
Where Do We Go?,Black Rabbit,0,['vermont indie'],0.576,0.733,7,-7.444,1,0.0538,0.00876,0.326,0.127,0.384,128.339,The Hague,2020-03-14,Musicon
Carnage,Black Rabbit,0,['vermont indie'],0.244,0.786,9,-5.837,0,0.0383,0.0149,0.0787,0.338,0.587,151.803,The Hague,2020-03-14,Musicon
Black Cat,Black Rabbit,0,['vermont indie'],0.258,0.705,9,-7.307,0,0.0378,0.000962,0.641,0.0724,0.707,74.815,The Hague,2020-03-14,Musicon
Nicky Says,Black Rabbit,0,['vermont indie'],0.304,0.925,8,-4.151,1,0.0754,5.87e-05,0.00453,0.0678,0.433,90.182,The Hague,2020-03-14,Musicon
Heb Je Even Voor Mij,Frans Bauer,44,"['carnaval', 'dutch rock', 'levenslied', 'nederpop']",0.789,0.877,4,-6.646,1,0.0355,0.102,5.99e-05,0.379,0.922,118.036,The Hague,2020-03-16,AFAS Circustheater
Als Sterren Aan De Hemel Staan,Frans Bauer,19,"['carnaval', 'dutch rock', 'levenslied', 'nederpop']",0.35,0.631,4,-6.253,1,0.0342,0.434,0,0.424,0.632,107.516,The Hague,2020-03-16,AFAS Circustheater
Woonwagen Mama,Frans Bauer,39,"['carnaval', 'dutch rock', 'levenslied', 'nederpop']",0.681,0.808,11,-4.348,1,0.0327,0.192,0.00021,0.322,0.873,115.976,The Hague,2020-03-16,AFAS Circustheater
De Bom,Frans Bauer,31,"['carnaval', 'dutch rock', 'levenslied', 'nederpop']",0.778,0.976,10,-4.028,1,0.0333,0.0715,5.5e-05,0.272,0.962,127.988,The Hague,2020-03-16,AFAS Circustheater
Leugentje om bestwil,Frans Bauer,32,"['carnaval', 'dutch rock', 'levenslied', 'nederpop']",0.781,0.89,4,-4.46,1,0.0407,0.17,0.002,0.34,0.964,119.965,The Hague,2020-03-16,AFAS Circustheater
Temple of Love - 1992,Sisters of Mercy,52,['corrosion'],0.451,0.931,9,-7.442,1,0.0413,0.0776,0.208,0.164,0.652,166.301,The Hague,2020-03-18,Paard
Lucretia My Reflection - Vinyl Version,Sisters of Mercy,49,['corrosion'],0.601,0.768,9,-8.718,1,0.0329,0.0785,0.712,0.0771,0.887,130.342,The Hague,2020-03-18,Paard
More,Sisters of Mercy,48,['corrosion'],0.581,0.521,10,-10.988,1,0.0315,0.0153,3.56e-05,0.472,0.333,128.55,The Hague,2020-03-18,Paard
Dominion / Mother Russia,Sisters of Mercy,46,['corrosion'],0.613,0.937,5,-10.13,1,0.0498,0.00209,0.0501,0.518,0.414,121.062,The Hague,2020-03-18,Paard
Marian (Version),Sisters of Mercy,46,['corrosion'],0.486,0.556,9,-12.218,1,0.0292,0.00063,0.716,0.292,0.406,133.473,The Hague,2020-03-18,Paard
Het is stil in Amsterdam (Arr. van Bram Faber),Ramses Shaffy,3,[],0.409,0.0349,7,-23.156,1,0.0546,0.949,2.05e-06,0.113,0.0641,82.631,The Hague,2020-03-19,De Nieuwe Regentes
Ik zou met jou (Arr. van Jesse Faber),Wim Sonneveld,1,[],0.431,0.14,7,-15.586,0,0.0513,0.921,0.000542,0.632,0.234,121.351,The Hague,2020-03-19,De Nieuwe Regentes
Het hondje van Dirkie (Arr. van Jesse Faber),Wim Sonneveld,1,[],0.422,0.0309,10,-26.006,1,0.0984,0.985,2.55e-05,0.107,0.18,59.906,The Hague,2020-03-19,De Nieuwe Regentes
Scheef,Eefje de Visser,49,"['dutch indie', 'dutch pop', 'dutch rock']",0.435,0.369,4,-16.66,1,0.0481,0.686,0.27,0.0829,0.108,175.878,The Hague,2020-03-20,Paard
Ongeveer,Eefje de Visser,48,"['dutch indie', 'dutch pop', 'dutch rock']",0.545,0.147,6,-18.168,0,0.0281,0.972,0.716,0.104,0.0688,92.34,The Hague,2020-03-20,Paard
Oh,Eefje de Visser,45,"['dutch indie', 'dutch pop', 'dutch rock']",0.686,0.426,9,-11.592,0,0.0605,0.533,0.0133,0.114,0.124,125.025,The Hague,2020-03-20,Paard
Bitterzoet,Eefje de Visser,48,"['dutch indie', 'dutch pop', 'dutch rock']",0.589,0.434,2,-9.791,0,0.0373,0.54,0.00204,0.102,0.151,133.028,The Hague,2020-03-20,Paard
Zwarte Zon,Eefje de Visser,47,"['dutch indie', 'dutch pop', 'dutch rock']",0.586,0.377,9,-11.192,0,0.0324,0.389,0.623,0.0913,0.188,139.87,The Hague,2020-03-20,Paard
Loulou,BRUUT!,33,"['dutch indie', 'dutch jazz']",0.555,0.288,0,-12.419,0,0.027,0.727,0.511,0.109,0.435,98.451,The Hague,2020-03-20,Paard
Klets,BRUUT!,27,"['dutch indie', 'dutch jazz']",0.352,0.74,7,-7.682,0,0.0346,0.0548,0.242,0.364,0.634,150.58,The Hague,2020-03-20,Paard
Tuyo (Narcos Theme),BRUUT!,20,"['dutch indie', 'dutch jazz']",0.365,0.602,4,-10.131,0,0.0379,0.102,0.616,0.163,0.741,202.057,The Hague,2020-03-20,Paard
Baha-ree-ba!,BRUUT!,17,"['dutch indie', 'dutch jazz']",0.276,0.893,9,-6.124,1,0.0607,0.0117,0.943,0.666,0.584,101.409,The Hague,2020-03-20,Paard
Gospel,BRUUT!,17,"['dutch indie', 'dutch jazz']",0.649,0.777,10,-8.17,0,0.0728,0.722,0.947,0.093,0.967,134.559,The Hague,2020-03-20,Paard
Tuyo (Narcos Theme),BRUUT!,20,[],0.365,0.602,4,-10.131,0,0.0379,0.102,0.616,0.163,0.741,202.057,The Hague,2020-03-20,Paard
Baha-ree-ba!,BRUUT!,17,[],0.276,0.893,9,-6.124,1,0.0607,0.0117,0.943,0.666,0.584,101.409,The Hague,2020-03-20,Paard
Choo-Choo Locomotion,BRUUT!,14,[],0.571,0.778,5,-6.398,0,0.0313,0.394,0.0255,0.0902,0.961,112.47,The Hague,2020-03-20,Paard
Boogie Stop Shuffle,BRUUT!,13,[],0.449,0.815,1,-7.879,1,0.0696,0.00977,0.589,0.0705,0.547,136.79,The Hague,2020-03-20,Paard
Surfer Girl,BRUUT!,13,[],0.161,0.432,2,-9.387,1,0.0367,0.759,0.912,0.103,0.19,176.823,The Hague,2020-03-20,Paard
Hitchhike Overdrive,Jodymoon,16,['ectofolk'],0.832,0.387,8,-11.307,0,0.053,0.62,1.44e-05,0.108,0.867,130.0,The Hague,2020-03-20,Acoustic Alley
The Long Way Round,Jodymoon,11,['ectofolk'],0.537,0.425,2,-9.317,0,0.0261,0.85,0.000819,0.127,0.189,87.576,The Hague,2020-03-20,Acoustic Alley
Never Run Out,Jodymoon,8,['ectofolk'],0.69,0.547,11,-8.028,0,0.0384,0.783,0.00218,0.0924,0.736,117.988,The Hague,2020-03-20,Acoustic Alley
Hey Son,Jodymoon,5,['ectofolk'],0.485,0.52,9,-7.822,0,0.0269,0.73,6.79e-06,0.252,0.192,94.952,The Hague,2020-03-20,Acoustic Alley
Money in Our Pockets,Jodymoon,7,['ectofolk'],0.436,0.361,10,-8.867,0,0.0286,0.702,0.0017,0.122,0.266,83.454,The Hague,2020-03-20,Acoustic Alley
Up on the Road,Garden Mum,1,[],0.512,0.47,9,-12.692,1,0.214,0.701,0.124,0.138,0.353,80.414,The Hague,2020-03-20,Popradar Den Haag
No Stress,Garden Mum,1,[],0.541,0.282,6,-13.111,1,0.0293,0.825,0.0189,0.239,0.145,105.102,The Hague,2020-03-20,Popradar Den Haag
Don't Seem to Fit in,Garden Mum,1,[],0.678,0.47,2,-13.053,1,0.0317,0.354,0.000381,0.145,0.533,120.311,The Hague,2020-03-20,Popradar Den Haag
Buy Roses,Garden Mum,0,[],0.397,0.655,9,-9.64,1,0.0292,0.233,7.58e-05,0.145,0.89,144.276,The Hague,2020-03-20,Popradar Den Haag
Surf 'N Turf,Garden Mum,0,[],0.266,0.936,9,-9.868,1,0.186,0.318,0.619,0.316,0.2,189.949,The Hague,2020-03-20,Popradar Den Haag
Blues for J,Julian Sas,39,"['blues rock', 'dutch blues', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']",0.293,0.475,2,-8.651,0,0.0407,0.0161,0.0269,0.113,0.168,85.523,The Hague,2020-03-21,Paard
Life On The Line,Julian Sas,28,"['blues rock', 'dutch blues', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']",0.594,0.768,9,-2.939,0,0.0367,0.0858,0.0777,0.0915,0.517,113.025,The Hague,2020-03-21,Paard
Blues for the Lost and Found,Julian Sas,27,"['blues rock', 'dutch blues', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']",0.282,0.758,5,-6.393,1,0.064,0.00367,0.00228,0.0818,0.372,152.185,The Hague,2020-03-21,Paard
Mercy,Julian Sas,20,"['blues rock', 'dutch blues', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']",0.712,0.707,5,-2.996,1,0.0298,0.0951,0.0135,0.068,0.804,100.95,The Hague,2020-03-21,Paard
Working Man's Blues,Julian Sas,16,"['blues rock', 'dutch blues', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']",0.536,0.752,9,-6.444,1,0.0466,0.0203,0.00117,0.104,0.636,111.409,The Hague,2020-03-21,Paard
Sterrenstof,De Jeugd Van Tegenwoordig,47,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.714,0.79,5,-3.757,0,0.109,0.317,1.27e-05,0.198,0.904,97.012,The Hague,2020-03-25,Paard
Watskeburt?!,De Jeugd Van Tegenwoordig,54,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.946,0.491,1,-7.931,1,0.231,0.00521,0,0.226,0.586,130.029,The Hague,2020-03-25,Paard
Get Spanish,De Jeugd Van Tegenwoordig,48,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.817,0.777,7,-4.624,0,0.112,0.0951,0.000207,0.0646,0.937,122.014,The Hague,2020-03-25,Paard
De Formule,De Jeugd Van Tegenwoordig,23,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.735,0.629,7,-7.521,1,0.098,0.000621,0.0255,0.0874,0.826,114.992,The Hague,2020-03-25,Paard
Hollereer,De Jeugd Van Tegenwoordig,45,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.791,0.755,7,-7.201,1,0.237,0.0277,0.00278,0.0961,0.485,190.021,The Hague,2020-03-25,Paard
Spark,Niklas Paschburg,46,"['compositional ambient', 'focus', 'neo-classical']",0.36,0.41,10,-16.215,0,0.0374,0.947,0.854,0.104,0.0352,89.904,The Hague,2020-03-25,Paard
Tuur mang Welten,Niklas Paschburg,44,"['compositional ambient', 'focus', 'neo-classical']",0.29,0.347,1,-16.585,0,0.0439,0.966,0.85,0.371,0.253,179.921,The Hague,2020-03-25,Paard
Hounds - Niklas Paschburg Rework,RY X,42,"['compositional ambient', 'focus', 'neo-classical']",0.374,0.415,8,-12.693,0,0.0291,0.763,0.469,0.137,0.115,90.201,The Hague,2020-03-25,Paard
Little Orc,Niklas Paschburg,41,"['compositional ambient', 'focus', 'neo-classical']",0.356,0.38,5,-14.058,0,0.0443,0.921,0.923,0.109,0.178,184.195,The Hague,2020-03-25,Paard
Dawn,Niklas Paschburg,41,"['compositional ambient', 'focus', 'neo-classical']",0.38,0.465,0,-16.354,0,0.0414,0.914,0.896,0.133,0.28,89.994,The Hague,2020-03-25,Paard
Start over Again,Ntjam Rosie,42,['neo soul'],0.762,0.637,0,-6.189,1,0.0405,0.125,0.0133,0.188,0.95,99.007,The Hague,2020-03-26,Paard
Space of You,Ntjam Rosie,31,['neo soul'],0.775,0.366,10,-12.1,0,0.0364,0.455,0.0615,0.114,0.696,101.971,The Hague,2020-03-26,Paard
Thinkin' About You,Ntjam Rosie,30,['neo soul'],0.638,0.442,4,-9.601,1,0.0428,0.258,0.00124,0.093,0.656,62.014,The Hague,2020-03-26,Paard
Sailing Out - Radio Edit,Ntjam Rosie,28,['neo soul'],0.819,0.299,4,-9.982,0,0.0518,0.245,0.11,0.11,0.534,94.942,The Hague,2020-03-26,Paard
In Need,Ntjam Rosie,18,['neo soul'],0.612,0.282,9,-10.834,0,0.032,0.442,5.23e-05,0.175,0.24,122.014,The Hague,2020-03-26,Paard
Nacht,Kraantje Pappie,70,"['dutch hip hop', 'dutch pop']",0.753,0.843,7,-3.434,1,0.329,0.339,0,0.11,0.339,138.005,The Hague,2020-03-27,Paard
